event_id,user_id,event_time,event_name,order_value
E2701,U0507,2025-01-14,purchase,112.24
E2702,U0507,2025-02-02,purchase,110.41
E2703,U0507,2025-01-10,login,
E2704,U0507,2025-03-21,purchase,50.35
E2705,U0507,2025-03-05,login,
E2706,U0508,2025-01-17,browse,
E2707,U0508,2025-02-13,login,
E2708,U0508,2025-02-14,purchase,74.96
E2709,U0508,2025-01-08,browse,
E2710,U0508,2025-03-21,login,
E2711,U0509,2025-03-21,purchase,98.2
E2712,U0509,2025-01-18,purchase,31.6
E2713,U0509,2025-02-18,browse,
E2714,U0509,2025-03-23,login,
E2715,U0509,2025-03-06,purchase,81.82
E2716,U0509,2025-04-04,feature_used,
E2717,U0510,2025-04-21,purchase,26.61
E2718,U0510,2025-01-18,purchase,43.69
E2719,U0510,2025-02-26,purchase,74.29
E2720,U0510,2025-03-30,feature_used,
E2721,U0511,2025-02-01,purchase,9.49
E2722,U0511,2025-02-07,login,
E2723,U0511,2025-01-22,login,
E2724,U0512,2025-03-30,login,
E2725,U0512,2025-01-13,purchase,84.42
E2726,U0512,2025-03-13,login,
E2727,U0512,2025-02-25,browse,
E2728,U0512,2025-01-05,browse,
E2729,U0512,2025-03-23,feature_used,
E2730,U0513,2025-03-23,purchase,71.34
E2731,U0513,2025-02-19,login,
E2732,U0513,2025-01-29,login,
E2733,U0514,2025-03-10,browse,
E2734,U0514,2025-01-14,browse,
E2735,U0514,2025-03-08,login,
E2736,U0514,2025-01-23,login,
E2737,U0514,2025-04-13,purchase,69.06
E2738,U0515,2025-01-16,login,
E2739,U0515,2025-02-10,purchase,18.79
E2740,U0515,2025-04-08,login,
E2741,U0515,2025-02-24,login,
E2742,U0515,2025-04-11,browse,
E2743,U0515,2025-03-02,browse,
E2744,U0515,2025-03-27,login,
E2745,U0516,2025-03-18,login,
E2746,U0516,2025-01-08,login,
E2747,U0516,2025-02-28,purchase,59.85
E2748,U0516,2025-03-06,purchase,102.74
E2749,U0516,2025-03-22,purchase,76.47
E2750,U0517,2025-01-30,login,
E2751,U0517,2025-03-14,purchase,78.92
E2752,U0517,2025-01-06,browse,
E2753,U0518,2025-03-20,purchase,118.43
E2754,U0518,2025-03-18,browse,
E2755,U0518,2025-03-18,browse,
E2756,U0518,2025-02-01,purchase,65.11
E2757,U0518,2025-04-19,login,
E2758,U0518,2025-02-16,login,
E2759,U0518,2025-04-20,login,
E2760,U0518,2025-03-17,feature_used,
E2761,U0519,2025-03-12,purchase,15.77
E2762,U0519,2025-04-10,purchase,36.31
E2763,U0519,2025-02-04,purchase,40.85
E2764,U0519,2025-01-15,browse,
E2765,U0519,2025-04-14,login,
E2766,U0520,2025-04-05,login,
E2767,U0520,2025-01-19,login,
E2768,U0520,2025-01-03,purchase,52.66
E2769,U0520,2025-02-05,browse,
E2770,U0520,2025-02-12,login,
E2771,U0520,2025-01-15,login,
E2772,U0521,2025-03-19,purchase,68.73
E2773,U0521,2025-04-01,browse,
E2774,U0521,2025-03-28,purchase,6.82
E2775,U0521,2025-01-14,login,
E2776,U0521,2025-04-14,login,
E2777,U0521,2025-03-09,login,
E2778,U0521,2025-04-13,browse,
E2779,U0522,2025-04-22,purchase,84.95
E2780,U0522,2025-04-05,browse,
E2781,U0522,2025-02-06,login,
E2782,U0522,2025-01-23,login,
E2783,U0523,2025-01-19,browse,
E2784,U0523,2025-01-01,login,
E2785,U0523,2025-02-09,browse,
E2786,U0523,2025-02-01,browse,
E2787,U0523,2025-03-25,feature_used,
E2788,U0524,2025-02-24,browse,
E2789,U0524,2025-02-20,purchase,5.09
E2790,U0524,2025-04-17,browse,
E2791,U0524,2025-03-20,feature_used,
E2792,U0525,2025-03-26,login,
E2793,U0525,2025-03-31,browse,
E2794,U0525,2025-02-28,purchase,39.64
E2795,U0525,2025-01-19,browse,
E2796,U0525,2025-01-28,login,
E2797,U0525,2025-03-13,browse,
E2798,U0525,2025-01-14,login,
E2799,U0525,2025-04-12,feature_used,
E2800,U0526,2025-02-11,login,
E2801,U0526,2025-03-06,login,
E2802,U0526,2025-02-05,purchase,53.92
E2803,U0526,2025-03-17,login,
E2804,U0527,2025-03-02,browse,
E2805,U0527,2025-01-18,purchase,14.31
E2806,U0527,2025-03-11,login,
E2807,U0527,2025-04-11,feature_used,
E2808,U0528,2025-02-26,purchase,16.84
E2809,U0528,2025-03-12,purchase,43.96
E2810,U0528,2025-01-17,browse,
E2811,U0528,2025-02-19,login,
E2812,U0528,2025-02-01,browse,
E2813,U0528,2025-01-22,login,
E2814,U0528,2025-02-24,login,
E2815,U0528,2025-04-09,feature_used,
E2816,U0529,2025-04-29,browse,
E2817,U0529,2025-03-15,purchase,55.29
E2818,U0529,2025-03-24,browse,
E2819,U0529,2025-04-11,browse,
E2820,U0529,2025-03-12,browse,
E2821,U0529,2025-04-08,feature_used,
E2822,U0530,2025-03-01,purchase,103.03
E2823,U0530,2025-02-16,login,
E2824,U0530,2025-02-09,login,
E2825,U0530,2025-01-07,login,
E2826,U0530,2025-02-15,login,
E2827,U0530,2025-01-23,purchase,68.13
E2828,U0530,2025-03-18,feature_used,
E2829,U0531,2025-01-03,purchase,21.89
E2830,U0531,2025-04-01,browse,
E2831,U0531,2025-02-21,purchase,83.31
E2832,U0531,2025-04-15,purchase,35.3
E2833,U0531,2025-04-07,feature_used,
E2834,U0532,2025-02-10,purchase,87.74
E2835,U0532,2025-04-16,browse,
E2836,U0532,2025-03-18,browse,
E2837,U0532,2025-02-16,purchase,7.4
E2838,U0532,2025-03-17,login,
E2839,U0532,2025-03-10,purchase,11.5
E2840,U0532,2025-04-11,browse,
E2841,U0533,2025-02-28,purchase,45.76
E2842,U0533,2025-01-02,login,
E2843,U0533,2025-04-07,browse,
E2844,U0533,2025-02-08,purchase,87.26
E2845,U0533,2025-03-02,browse,
E2846,U0533,2025-04-17,login,
E2847,U0533,2025-04-17,purchase,103.52
E2848,U0534,2025-02-13,purchase,28.71
E2849,U0534,2025-03-09,browse,
E2850,U0534,2025-01-25,login,
E2851,U0534,2025-02-17,purchase,81.12
E2852,U0534,2025-02-01,purchase,74.66
E2853,U0534,2025-03-25,browse,
E2854,U0534,2025-04-24,login,
E2855,U0535,2025-03-03,purchase,20.15
E2856,U0535,2025-02-04,purchase,101.88
E2857,U0535,2025-01-13,purchase,104.64
E2858,U0535,2025-03-27,feature_used,
E2859,U0536,2025-02-10,purchase,62.0
E2860,U0536,2025-04-04,browse,
E2861,U0536,2025-02-11,browse,
E2862,U0536,2025-04-15,purchase,31.61
E2863,U0536,2025-01-07,login,
E2864,U0536,2025-01-15,purchase,27.62
E2865,U0536,2025-03-30,feature_used,
E2866,U0537,2025-02-25,browse,
E2867,U0537,2025-02-13,browse,
E2868,U0537,2025-02-26,browse,
E2869,U0537,2025-01-06,purchase,39.24
E2870,U0538,2025-01-07,browse,
E2871,U0538,2025-02-10,purchase,67.51
E2872,U0538,2025-02-09,browse,
E2873,U0538,2025-01-03,browse,
E2874,U0538,2025-01-17,login,
E2875,U0538,2025-03-20,feature_used,
E2876,U0539,2025-01-11,purchase,17.04
E2877,U0539,2025-03-31,browse,
E2878,U0539,2025-01-17,purchase,29.16
E2879,U0539,2025-03-29,purchase,113.67
E2880,U0540,2025-04-15,purchase,55.78
E2881,U0540,2025-01-27,browse,
E2882,U0540,2025-04-29,purchase,102.61
E2883,U0541,2025-03-17,purchase,71.36
E2884,U0541,2025-01-15,purchase,94.89
E2885,U0541,2025-01-21,purchase,97.36
E2886,U0541,2025-04-02,feature_used,
E2887,U0542,2025-03-29,purchase,81.96
E2888,U0542,2025-03-21,purchase,66.81
E2889,U0542,2025-01-25,login,
E2890,U0542,2025-04-29,purchase,5.27
E2891,U0542,2025-03-28,login,
E2892,U0542,2025-04-02,login,
E2893,U0542,2025-02-16,browse,
E2894,U0542,2025-03-25,feature_used,
E2895,U0543,2025-04-26,browse,
E2896,U0543,2025-04-12,purchase,113.15
E2897,U0543,2025-04-07,purchase,103.13
E2898,U0543,2025-03-12,purchase,77.28
E2899,U0543,2025-01-12,login,
E2900,U0543,2025-04-05,browse,
E2901,U0543,2025-02-01,login,
E2902,U0543,2025-04-11,feature_used,
E2903,U0544,2025-02-24,login,
E2904,U0544,2025-01-19,login,
E2905,U0544,2025-03-18,browse,
E2906,U0545,2025-02-23,login,
E2907,U0545,2025-04-15,login,
E2908,U0545,2025-02-10,login,
E2909,U0545,2025-02-18,browse,
E2910,U0546,2025-02-24,purchase,12.28
E2911,U0546,2025-01-19,purchase,84.73
E2912,U0546,2025-01-29,browse,
E2913,U0546,2025-01-02,purchase,100.04
E2914,U0547,2025-03-12,login,
E2915,U0547,2025-04-04,purchase,58.87
E2916,U0547,2025-02-12,login,
E2917,U0547,2025-03-03,login,
E2918,U0547,2025-03-12,purchase,36.61
E2919,U0547,2025-04-10,browse,
E2920,U0548,2025-01-26,login,
E2921,U0548,2025-02-06,browse,
E2922,U0548,2025-04-01,purchase,109.17
E2923,U0548,2025-04-04,purchase,110.21
E2924,U0548,2025-04-25,login,
E2925,U0549,2025-02-10,purchase,84.15
E2926,U0549,2025-04-16,browse,
E2927,U0549,2025-03-18,login,
E2928,U0549,2025-03-20,purchase,101.48
E2929,U0549,2025-02-23,login,
E2930,U0549,2025-03-10,browse,
E2931,U0549,2025-04-03,login,
E2932,U0549,2025-04-13,feature_used,
E2933,U0550,2025-03-17,purchase,29.09
E2934,U0550,2025-01-11,purchase,109.47
E2935,U0550,2025-01-02,login,
E2936,U0550,2025-02-19,browse,
E2937,U0550,2025-02-10,browse,
E2938,U0550,2025-03-07,browse,
E2939,U0550,2025-04-08,purchase,16.01
E2940,U0551,2025-01-23,login,
E2941,U0551,2025-02-25,browse,
E2942,U0551,2025-02-21,purchase,9.57
E2943,U0552,2025-04-23,purchase,39.56
E2944,U0552,2025-01-13,browse,
E2945,U0552,2025-04-10,purchase,36.28
E2946,U0552,2025-02-04,login,
E2947,U0552,2025-04-18,browse,
E2948,U0552,2025-04-28,browse,
E2949,U0552,2025-04-03,feature_used,
E2950,U0553,2025-01-29,browse,
E2951,U0553,2025-04-15,browse,
E2952,U0553,2025-02-21,login,
E2953,U0553,2025-04-25,login,
E2954,U0554,2025-04-18,login,
E2955,U0554,2025-03-23,purchase,102.87
E2956,U0554,2025-04-25,purchase,36.21
E2957,U0554,2025-04-16,purchase,98.37
E2958,U0554,2025-04-03,purchase,116.9
E2959,U0555,2025-04-24,login,
E2960,U0555,2025-01-26,browse,
E2961,U0555,2025-01-15,login,
E2962,U0555,2025-04-25,purchase,36.21
E2963,U0556,2025-04-28,purchase,97.16
E2964,U0556,2025-03-24,login,
E2965,U0556,2025-01-25,purchase,43.68
E2966,U0556,2025-02-26,login,
E2967,U0556,2025-02-01,login,
E2968,U0556,2025-03-04,browse,
E2969,U0557,2025-02-21,login,
E2970,U0557,2025-01-04,browse,
E2971,U0557,2025-02-16,purchase,32.38
E2972,U0557,2025-01-21,login,
E2973,U0557,2025-04-11,browse,
E2974,U0557,2025-02-25,purchase,55.09
E2975,U0558,2025-03-07,browse,
E2976,U0558,2025-03-04,browse,
E2977,U0558,2025-03-28,browse,
E2978,U0558,2025-02-10,purchase,66.28
E2979,U0559,2025-03-28,login,
E2980,U0559,2025-01-17,browse,
E2981,U0559,2025-03-01,login,
E2982,U0560,2025-04-07,browse,
E2983,U0560,2025-04-29,browse,
E2984,U0560,2025-04-05,login,
E2985,U0560,2025-03-11,browse,
E2986,U0560,2025-03-15,login,
E2987,U0561,2025-03-29,login,
E2988,U0561,2025-04-03,browse,
E2989,U0561,2025-01-03,purchase,72.25
E2990,U0561,2025-02-21,purchase,97.84
E2991,U0561,2025-03-15,browse,
E2992,U0561,2025-03-25,feature_used,
E2993,U0562,2025-01-28,browse,
E2994,U0562,2025-03-12,browse,
E2995,U0562,2025-01-10,login,
E2996,U0562,2025-04-25,browse,
E2997,U0562,2025-02-26,browse,
E2998,U0562,2025-04-10,browse,
E2999,U0562,2025-03-25,feature_used,
E3000,U0563,2025-03-22,purchase,90.13
E3001,U0563,2025-04-20,login,
E3002,U0563,2025-01-22,purchase,24.75
E3003,U0563,2025-03-09,login,
E3004,U0564,2025-03-26,browse,
E3005,U0564,2025-01-11,login,
E3006,U0564,2025-02-08,purchase,112.37
E3007,U0564,2025-04-15,login,
E3008,U0564,2025-03-09,purchase,64.82
E3009,U0564,2025-01-25,browse,
E3010,U0564,2025-03-04,browse,
E3011,U0565,2025-02-21,browse,
E3012,U0565,2025-03-27,purchase,38.11
E3013,U0565,2025-01-05,browse,
E3014,U0565,2025-02-28,login,
E3015,U0565,2025-03-09,browse,
E3016,U0565,2025-01-09,login,
E3017,U0565,2025-04-03,purchase,9.16
E3018,U0566,2025-03-11,purchase,66.44
E3019,U0566,2025-03-04,login,
E3020,U0566,2025-02-25,purchase,113.45
E3021,U0566,2025-02-28,purchase,25.84
E3022,U0566,2025-03-04,browse,
E3023,U0566,2025-04-21,browse,
E3024,U0566,2025-03-30,browse,
E3025,U0567,2025-02-22,login,
E3026,U0567,2025-01-19,login,
E3027,U0567,2025-04-08,login,
E3028,U0567,2025-03-30,purchase,15.49
E3029,U0567,2025-04-05,browse,
E3030,U0567,2025-04-02,feature_used,
E3031,U0568,2025-04-03,browse,
E3032,U0568,2025-02-28,browse,
E3033,U0568,2025-03-06,purchase,39.32
E3034,U0568,2025-03-09,login,
E3035,U0568,2025-01-28,browse,
E3036,U0569,2025-02-20,login,
E3037,U0569,2025-04-17,purchase,5.78
E3038,U0569,2025-03-26,login,
E3039,U0569,2025-04-12,feature_used,
E3040,U0570,2025-01-10,login,
E3041,U0570,2025-02-25,login,
E3042,U0570,2025-01-12,browse,
E3043,U0570,2025-02-02,browse,
E3044,U0570,2025-04-30,purchase,105.44
E3045,U0570,2025-03-12,login,
E3046,U0570,2025-01-17,browse,
E3047,U0570,2025-04-13,feature_used,
E3048,U0571,2025-04-23,login,
E3049,U0571,2025-04-28,login,
E3050,U0571,2025-03-21,purchase,83.61
E3051,U0571,2025-03-13,purchase,51.85
E3052,U0572,2025-03-15,purchase,58.77
E3053,U0572,2025-04-11,purchase,23.13
E3054,U0572,2025-03-31,purchase,92.49
E3055,U0572,2025-04-20,login,
E3056,U0572,2025-03-22,login,
E3057,U0572,2025-03-05,login,
E3058,U0572,2025-01-01,browse,
E3059,U0573,2025-04-21,login,
E3060,U0573,2025-01-12,browse,
E3061,U0573,2025-01-21,login,
E3062,U0573,2025-02-11,browse,
E3063,U0573,2025-03-27,feature_used,
E3064,U0574,2025-01-15,browse,
E3065,U0574,2025-03-06,purchase,19.47
E3066,U0574,2025-03-31,browse,
E3067,U0574,2025-04-09,purchase,65.39
E3068,U0574,2025-01-25,purchase,41.03
E3069,U0575,2025-04-03,browse,
E3070,U0575,2025-04-06,browse,
E3071,U0575,2025-02-01,purchase,86.67
E3072,U0575,2025-02-22,browse,
E3073,U0575,2025-02-28,browse,
E3074,U0575,2025-03-10,login,
E3075,U0575,2025-03-03,browse,
E3076,U0575,2025-03-19,feature_used,
E3077,U0576,2025-02-06,purchase,96.75
E3078,U0576,2025-02-06,browse,
E3079,U0576,2025-04-11,browse,
E3080,U0576,2025-01-03,browse,
E3081,U0576,2025-03-04,login,
E3082,U0577,2025-02-09,login,
E3083,U0577,2025-01-07,browse,
E3084,U0577,2025-02-26,purchase,59.74
E3085,U0578,2025-03-24,login,
E3086,U0578,2025-03-04,login,
E3087,U0578,2025-03-15,purchase,12.21
E3088,U0578,2025-02-08,browse,
E3089,U0578,2025-03-17,browse,
E3090,U0578,2025-01-20,purchase,13.01
E3091,U0579,2025-04-10,purchase,8.87
E3092,U0579,2025-02-17,login,
E3093,U0579,2025-03-15,login,
E3094,U0580,2025-02-14,purchase,42.88
E3095,U0580,2025-03-29,browse,
E3096,U0580,2025-01-09,purchase,102.44
E3097,U0580,2025-01-07,login,
E3098,U0580,2025-03-27,feature_used,
E3099,U0581,2025-03-26,login,
E3100,U0581,2025-03-15,login,
E3101,U0581,2025-01-20,login,
E3102,U0581,2025-02-19,browse,
E3103,U0581,2025-02-05,purchase,114.96
E3104,U0581,2025-04-02,browse,
E3105,U0581,2025-03-23,feature_used,
E3106,U0582,2025-04-13,login,
E3107,U0582,2025-04-16,browse,
E3108,U0582,2025-01-09,browse,
E3109,U0582,2025-03-03,purchase,43.84
E3110,U0582,2025-03-27,purchase,96.27
E3111,U0582,2025-02-16,purchase,59.83
E3112,U0582,2025-01-05,browse,
E3113,U0583,2025-01-18,purchase,14.05
E3114,U0583,2025-03-08,browse,
E3115,U0583,2025-03-28,purchase,61.92
E3116,U0583,2025-01-03,purchase,26.23
E3117,U0583,2025-03-23,feature_used,
E3118,U0584,2025-04-04,login,
E3119,U0584,2025-04-27,purchase,17.76
E3120,U0584,2025-03-24,browse,
E3121,U0584,2025-02-22,browse,
E3122,U0584,2025-03-21,login,
E3123,U0584,2025-01-24,browse,
E3124,U0584,2025-04-18,login,
E3125,U0585,2025-03-02,purchase,43.56
E3126,U0585,2025-01-04,login,
E3127,U0585,2025-03-13,login,
E3128,U0585,2025-03-29,browse,
E3129,U0586,2025-02-14,login,
E3130,U0586,2025-04-01,purchase,10.19
E3131,U0586,2025-03-21,browse,
E3132,U0586,2025-04-29,purchase,16.28
E3133,U0586,2025-03-31,login,
E3134,U0586,2025-04-27,browse,
E3135,U0587,2025-03-14,purchase,107.6
E3136,U0587,2025-03-15,login,
E3137,U0587,2025-03-22,browse,
E3138,U0587,2025-01-12,purchase,23.23
E3139,U0587,2025-03-11,login,
E3140,U0587,2025-01-19,browse,
E3141,U0588,2025-04-08,browse,
E3142,U0588,2025-04-02,purchase,18.01
E3143,U0588,2025-02-07,login,
E3144,U0588,2025-02-10,login,
E3145,U0588,2025-04-02,purchase,50.64
E3146,U0588,2025-03-22,purchase,66.89
E3147,U0589,2025-02-11,purchase,23.47
E3148,U0589,2025-01-11,purchase,64.22
E3149,U0589,2025-01-27,login,
E3150,U0589,2025-01-24,purchase,12.67
E3151,U0590,2025-01-22,purchase,114.97
E3152,U0590,2025-02-13,login,
E3153,U0590,2025-04-02,browse,
E3154,U0590,2025-03-05,purchase,90.82
E3155,U0590,2025-03-18,purchase,95.64
E3156,U0590,2025-01-25,purchase,71.43
E3157,U0590,2025-04-12,feature_used,
E3158,U0591,2025-02-22,purchase,100.74
E3159,U0591,2025-02-23,browse,
E3160,U0591,2025-02-11,purchase,53.75
E3161,U0591,2025-04-29,browse,
E3162,U0591,2025-02-14,purchase,5.18
E3163,U0591,2025-03-31,purchase,56.58
E3164,U0591,2025-01-14,purchase,119.67
E3165,U0592,2025-03-01,login,
E3166,U0592,2025-03-31,purchase,48.5
E3167,U0592,2025-02-21,browse,
E3168,U0592,2025-01-08,browse,
E3169,U0592,2025-04-17,purchase,53.2
E3170,U0593,2025-01-05,login,
E3171,U0593,2025-03-18,purchase,86.97
E3172,U0593,2025-02-01,login,
E3173,U0593,2025-03-21,login,
E3174,U0593,2025-01-01,browse,
E3175,U0593,2025-03-18,feature_used,
E3176,U0594,2025-03-25,login,
E3177,U0594,2025-04-21,login,
E3178,U0594,2025-03-20,login,
E3179,U0594,2025-03-03,login,
E3180,U0594,2025-01-27,browse,
E3181,U0594,2025-03-28,feature_used,
E3182,U0595,2025-02-15,browse,
E3183,U0595,2025-01-14,login,
E3184,U0595,2025-01-08,browse,
E3185,U0596,2025-04-25,login,
E3186,U0596,2025-02-24,purchase,78.93
E3187,U0596,2025-01-13,purchase,101.99
E3188,U0596,2025-04-12,feature_used,
E3189,U0597,2025-04-05,login,
E3190,U0597,2025-02-09,browse,
E3191,U0597,2025-04-23,login,
E3192,U0597,2025-02-23,purchase,40.52
E3193,U0597,2025-04-29,purchase,38.92
E3194,U0597,2025-01-14,browse,
E3195,U0597,2025-02-28,purchase,30.31
E3196,U0597,2025-03-26,feature_used,
E3197,U0598,2025-02-14,browse,
E3198,U0598,2025-03-05,browse,
E3199,U0598,2025-04-14,login,
E3200,U0598,2025-02-28,browse,
E3201,U0598,2025-04-03,login,
E3202,U0598,2025-04-04,purchase,114.97
E3203,U0598,2025-03-27,feature_used,
E3204,U0599,2025-01-09,login,
E3205,U0599,2025-01-24,purchase,92.86
E3206,U0599,2025-01-15,login,
E3207,U0599,2025-02-05,browse,
E3208,U0599,2025-01-13,browse,
E3209,U0599,2025-04-01,login,
E3210,U0599,2025-03-22,feature_used,
E3211,U0600,2025-04-03,login,
E3212,U0600,2025-01-27,login,
E3213,U0600,2025-01-01,purchase,7.56
E3214,U0600,2025-04-26,purchase,53.82
E3215,U0600,2025-02-03,purchase,75.0
E3216,U0600,2025-03-09,browse,
E3217,U0600,2025-03-29,browse,
E3218,U0600,2025-04-10,feature_used,
E3219,U0601,2025-01-17,purchase,79.94
E3220,U0601,2025-04-27,purchase,84.12
E3221,U0601,2025-03-01,login,
E3222,U0601,2025-01-22,login,
E3223,U0601,2025-01-24,login,
E3224,U0601,2025-03-22,login,
E3225,U0601,2025-03-26,browse,
E3226,U0601,2025-03-29,feature_used,
E3227,U0602,2025-03-18,browse,
E3228,U0602,2025-02-20,purchase,66.8
E3229,U0602,2025-03-17,login,
E3230,U0602,2025-03-03,purchase,94.86
E3231,U0602,2025-04-29,purchase,76.52
E3232,U0602,2025-03-26,login,
E3233,U0602,2025-02-06,purchase,15.91
E3234,U0602,2025-03-25,feature_used,
E3235,U0603,2025-02-06,purchase,25.31
E3236,U0603,2025-02-26,browse,
E3237,U0603,2025-02-11,login,
E3238,U0604,2025-04-07,purchase,73.41
E3239,U0604,2025-01-24,browse,
E3240,U0604,2025-01-20,purchase,47.97
E3241,U0604,2025-03-10,login,
E3242,U0604,2025-04-12,purchase,115.36
E3243,U0604,2025-01-30,purchase,79.54
E3244,U0605,2025-04-18,purchase,38.14
E3245,U0605,2025-03-21,purchase,100.24
E3246,U0605,2025-01-15,login,
E3247,U0605,2025-04-16,purchase,116.02
E3248,U0606,2025-04-17,login,
E3249,U0606,2025-02-12,login,
E3250,U0606,2025-01-07,purchase,28.24
E3251,U0606,2025-04-27,login,
E3252,U0606,2025-02-11,browse,
E3253,U0606,2025-01-04,browse,
E3254,U0606,2025-03-16,feature_used,
E3255,U0607,2025-04-24,browse,
E3256,U0607,2025-01-21,login,
E3257,U0607,2025-03-11,login,
E3258,U0607,2025-02-12,browse,
E3259,U0607,2025-04-27,browse,
E3260,U0608,2025-04-10,login,
E3261,U0608,2025-04-05,purchase,20.86
E3262,U0608,2025-02-18,browse,
E3263,U0609,2025-01-15,purchase,80.38
E3264,U0609,2025-02-16,login,
E3265,U0609,2025-01-03,purchase,111.66
E3266,U0609,2025-03-24,login,
E3267,U0609,2025-01-28,login,
E3268,U0609,2025-01-03,login,
E3269,U0609,2025-04-12,browse,
E3270,U0610,2025-02-22,browse,
E3271,U0610,2025-01-31,browse,
E3272,U0610,2025-01-26,login,
E3273,U0610,2025-01-23,browse,
E3274,U0611,2025-02-25,login,
E3275,U0611,2025-03-15,purchase,42.87
E3276,U0611,2025-01-20,login,
E3277,U0612,2025-01-19,browse,
E3278,U0612,2025-03-03,browse,
E3279,U0612,2025-03-19,purchase,63.82
E3280,U0612,2025-03-13,browse,
E3281,U0612,2025-03-15,feature_used,
E3282,U0613,2025-04-17,browse,
E3283,U0613,2025-04-02,login,
E3284,U0613,2025-02-26,login,
E3285,U0613,2025-01-03,browse,
E3286,U0613,2025-04-25,purchase,54.51
E3287,U0613,2025-01-18,browse,
E3288,U0614,2025-02-02,purchase,57.56
E3289,U0614,2025-02-07,purchase,107.02
E3290,U0614,2025-04-19,browse,
E3291,U0614,2025-04-20,purchase,48.54
E3292,U0614,2025-02-04,login,
E3293,U0614,2025-04-17,login,
E3294,U0614,2025-03-08,login,
E3295,U0615,2025-04-30,login,
E3296,U0615,2025-02-06,browse,
E3297,U0615,2025-02-17,login,
E3298,U0615,2025-03-12,purchase,93.32
E3299,U0616,2025-03-19,purchase,50.4
E3300,U0616,2025-04-08,browse,
E3301,U0616,2025-02-03,login,
E3302,U0616,2025-01-25,browse,
E3303,U0616,2025-01-04,purchase,116.98
E3304,U0616,2025-03-05,purchase,9.1
E3305,U0617,2025-03-08,purchase,34.01
E3306,U0617,2025-02-07,browse,
E3307,U0617,2025-01-29,purchase,113.92
E3308,U0617,2025-01-15,browse,
E3309,U0618,2025-03-08,purchase,21.52
E3310,U0618,2025-01-07,login,
E3311,U0618,2025-02-24,purchase,21.54
E3312,U0618,2025-03-21,login,
E3313,U0619,2025-02-17,purchase,41.3
E3314,U0619,2025-01-15,browse,
E3315,U0619,2025-01-17,purchase,30.64
E3316,U0619,2025-02-23,browse,
E3317,U0619,2025-02-19,login,
E3318,U0620,2025-01-12,browse,
E3319,U0620,2025-01-02,browse,
E3320,U0620,2025-01-28,login,
E3321,U0620,2025-03-21,feature_used,
E3322,U0621,2025-03-13,login,
E3323,U0621,2025-03-25,browse,
E3324,U0621,2025-03-17,browse,
E3325,U0621,2025-04-09,browse,
E3326,U0621,2025-03-22,login,
E3327,U0621,2025-04-02,login,
E3328,U0621,2025-03-19,feature_used,
E3329,U0622,2025-04-01,login,
E3330,U0622,2025-03-05,browse,
E3331,U0622,2025-03-20,browse,
E3332,U0622,2025-03-27,browse,
E3333,U0622,2025-04-04,login,
E3334,U0622,2025-04-17,purchase,107.25
E3335,U0622,2025-02-09,purchase,65.42
E3336,U0623,2025-04-22,purchase,88.57
E3337,U0623,2025-03-30,browse,
E3338,U0623,2025-02-05,purchase,51.44
E3339,U0623,2025-03-22,browse,
E3340,U0623,2025-03-29,purchase,25.25
E3341,U0623,2025-01-21,browse,
E3342,U0623,2025-01-02,login,
E3343,U0624,2025-01-02,purchase,53.16
E3344,U0624,2025-02-12,browse,
E3345,U0624,2025-01-08,purchase,11.2
E3346,U0624,2025-01-13,purchase,8.54
E3347,U0624,2025-03-26,login,
E3348,U0624,2025-04-21,purchase,60.28
E3349,U0625,2025-01-02,login,
E3350,U0625,2025-02-13,browse,
E3351,U0625,2025-04-11,purchase,46.55
E3352,U0625,2025-03-05,purchase,31.51
E3353,U0625,2025-04-28,purchase,29.14
E3354,U0626,2025-01-30,login,
E3355,U0626,2025-04-02,login,
E3356,U0626,2025-01-31,login,
E3357,U0626,2025-04-26,login,
E3358,U0626,2025-01-26,login,
E3359,U0626,2025-04-17,browse,
E3360,U0626,2025-01-22,login,
E3361,U0626,2025-04-04,feature_used,
E3362,U0627,2025-02-23,browse,
E3363,U0627,2025-03-27,login,
E3364,U0627,2025-01-12,browse,
E3365,U0627,2025-03-05,login,
E3366,U0627,2025-04-29,login,
E3367,U0627,2025-03-28,feature_used,
E3368,U0628,2025-03-04,login,
E3369,U0628,2025-04-16,login,
E3370,U0628,2025-04-04,login,
E3371,U0628,2025-02-21,purchase,57.01
E3372,U0628,2025-04-26,purchase,62.02
E3373,U0628,2025-01-26,purchase,26.27
E3374,U0628,2025-04-09,feature_used,
E3375,U0629,2025-01-16,browse,
E3376,U0629,2025-01-17,purchase,60.62
E3377,U0629,2025-02-01,browse,
E3378,U0629,2025-04-12,login,
E3379,U0629,2025-04-06,login,
E3380,U0629,2025-02-21,purchase,61.66
E3381,U0629,2025-01-20,browse,
E3382,U0630,2025-04-28,browse,
E3383,U0630,2025-04-20,browse,
E3384,U0630,2025-03-13,login,
E3385,U0630,2025-03-29,login,
E3386,U0630,2025-04-11,feature_used,
E3387,U0631,2025-03-12,login,
E3388,U0631,2025-03-21,login,
E3389,U0631,2025-03-12,login,
E3390,U0631,2025-01-27,purchase,46.08
E3391,U0631,2025-03-19,purchase,32.23
E3392,U0631,2025-03-19,browse,
E3393,U0631,2025-02-13,browse,
E3394,U0631,2025-03-22,feature_used,
E3395,U0632,2025-03-21,login,
